reference,text,verb,pronominal,verb_PGN,suffx_PGN,same?,verb_ca,pron_ca
"('Ezekiel', 33, 6)-('Ezekiel', 33, 6)",ה֚וּא בַּעֲוֹנֹ֣ו נִלְקָ֔ח וְדָמֹ֖ו מִיַּֽד־הַצֹּפֶ֥ה אֶדְרֹֽשׁ׃ ס ,נִלְקָ֔ח ,דָמֹ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,572191,572192
"('Ezekiel', 33, 8)-('Ezekiel', 33, 8)",ה֤וּא רָשָׁע֙ בַּעֲוֹנֹ֣ו יָמ֔וּת וְדָמֹ֖ו מִיָּדְךָ֥ אֲבַקֵּֽשׁ׃ ,יָמ֔וּת ,דָמֹ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,572203,572204
"('Ezekiel', 33, 33)-('Ezekiel', 33, 33)",וְיָ֣דְע֔וּ כִּ֥י נָבִ֖יא הָיָ֥ה בְתֹוכָֽם׃ ס ,יָ֣דְע֔וּ ,תֹוכָֽם׃ ס ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,572355,572356
"('Ezekiel', 34, 30)-('Ezekiel', 34, 30)",וְיָדְע֗וּ כִּ֣י אֲנִ֧י יְהוָ֛ה אֱלֹהֵיהֶ֖ם אִתָּ֑ם ,יָדְע֗וּ ,אֱלֹהֵיהֶ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,572486,572487
"('Ezekiel', 39, 22)-('Ezekiel', 39, 22)",וְיָֽדְעוּ֙ בֵּ֣ית יִשְׂרָאֵ֔ל כִּ֛י אֲנִ֥י יְהוָ֖ה אֱלֹֽהֵיהֶ֑ם מִן־הַיֹּ֥ום הַה֖וּא וָהָֽלְאָה׃ ,יָֽדְעוּ֙ ,אֱלֹֽהֵיהֶ֑ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,573094,573095
"('Ezekiel', 39, 28)-('Ezekiel', 39, 28)",וְיָדְע֗וּ כִּ֣י אֲנִ֤י יְהוָה֙ אֱלֹ֣הֵיהֶ֔ם ,יָדְע֗וּ ,אֱלֹ֣הֵיהֶ֔ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,573116,573117
"('Ezekiel', 44, 3)-('Ezekiel', 44, 3)",מִדֶּ֨רֶךְ אֻלָ֤ם הַשַּׁ֨עַר֙ יָבֹ֔וא וּמִדַּרְכֹּ֖ו יֵצֵֽא׃ ,יָבֹ֔וא ,דַּרְכֹּ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,573625,573626
"('Ezekiel', 46, 8)-('Ezekiel', 46, 8)",דֶּ֣רֶךְ אוּלָ֤ם הַשַּׁ֨עַר֙ יָבֹ֔וא וּבְדַרְכֹּ֖ו יֵצֵֽא׃ ,יָבֹ֔וא ,דַרְכֹּ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,573840,573841
"('Ezekiel', 47, 10)-('Ezekiel', 47, 10)",מִשְׁטֹ֥וחַ לַֽחֲרָמִ֖ים יִהְי֑וּ לְמִינָה֙ תִּהְיֶ֣ה דְגָתָ֔ם ,יִהְי֑וּ ,דְגָתָ֔ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,573975,573976
"('Ezekiel', 47, 12)-('Ezekiel', 47, 12)",לָֽחֳדָשָׁיו֙ יְבַכֵּ֔ר כִּ֣י מֵימָ֔יו ,יְבַכֵּ֔ר ,מֵימָ֔יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,573984,573985
"('Hosea', 4, 7)-('Hosea', 4, 7)",כֵּ֣ן חָֽטְאוּ־לִ֑י כְּבֹודָ֖ם בְּקָלֹ֥ון אָמִֽיר׃ ,חָֽטְאוּ־,כְּבֹודָ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,574345,574346
"('Hosea', 4, 8)-('Hosea', 4, 8)",חַטַּ֥את עַמִּ֖י יֹאכֵ֑לוּ וְאֶל־עֲוֹנָ֖ם יִשְׂא֥וּ נַפְשֹֽׁו׃ ,יֹאכֵ֑לוּ ,עֲוֹנָ֖ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,574347,574348
"('Hosea', 4, 12)-('Hosea', 4, 12)",עַמִּי֙ בְּעֵצֹ֣ו יִשְׁאָ֔ל וּמַקְלֹ֖ו יַגִּ֣יד לֹ֑ו ,יִשְׁאָ֔ל ,מַקְלֹ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,574359,574360
"('Hosea', 5, 2)-('Hosea', 5, 2)",וְשַׁחֲטָ֥ה שֵׂטִ֖ים הֶעְמִ֑יקוּ וַאֲנִ֖י מוּסָ֥ר לְכֻלָּֽם׃ ,הֶעְמִ֑יקוּ ,כֻלָּֽם׃ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,574405,574406
"('Hosea', 7, 2)-('Hosea', 7, 3)",נֶ֥גֶד פָּנַ֖י הָיֽוּ׃ בְּרָעָתָ֖ם יְשַׂמְּחוּ־מֶ֑לֶךְ ,הָיֽוּ׃ ,רָעָתָ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,574509,574510
"('Hosea', 7, 3)-('Hosea', 7, 3)",בְּרָעָתָ֖ם יְשַׂמְּחוּ־מֶ֑לֶךְ וּבְכַחֲשֵׁיהֶ֖ם שָׂרִֽים׃ ,יְשַׂמְּחוּ־,כַחֲשֵׁיהֶ֖ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,574510,574511
"('Hosea', 9, 4)-('Hosea', 9, 4)",וְלֹ֣א יֶֽעֶרְבוּ־לֹו֒ זִבְחֵיהֶ֗ם כְּלֶ֤חֶם אֹונִים֙ לָהֶ֔ם ,יֶֽעֶרְבוּ־,זִבְחֵיהֶ֗ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,574635,574636
"('Hosea', 9, 4)-('Hosea', 9, 4)",כָּל־אֹכְלָ֖יו יִטַמָּ֑אוּ כִּֽי־לַחְמָ֣ם לְנַפְשָׁ֔ם ,יִטַמָּ֑אוּ ,לַחְמָ֣ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,574637,574638
"('Hosea', 12, 12)-('Hosea', 12, 12)",בַּגִּלְגָּ֖ל שְׁוָרִ֣ים זִבֵּ֑חוּ גַּ֤ם מִזְבְּחֹותָם֙ כְּגַלִּ֔ים עַ֖ל תַּלְמֵ֥י שָׂדָֽי׃ ,זִבֵּ֑חוּ ,מִזְבְּחֹותָם֙ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,574862,574863
"('Hosea', 12, 15)-('Hosea', 12, 15)",וְדָמָיו֙ עָלָ֣יו יִטֹּ֔ושׁ וְחֶ֨רְפָּתֹ֔ו יָשִׁ֥יב לֹ֖ו אֲדֹנָֽיו׃ ,יִטֹּ֔ושׁ ,חֶ֨רְפָּתֹ֔ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,574870,574871
"('Micah', 3, 3)-('Micah', 3, 3)",וַאֲשֶׁ֣ר אָכְלוּ֮ שְׁאֵ֣ר עַמִּי֒ וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ ,אָכְלוּ֮ ,עֹורָם֙ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,576407,576408
"('Micah', 3, 3)-('Micah', 3, 3)",וְעֹורָם֙ מֵעֲלֵיהֶ֣ם הִפְשִׁ֔יטוּ וְאֶת־עַצְמֹֽתֵיהֶ֖ם פִּצֵּ֑חוּ ,הִפְשִׁ֔יטוּ ,עַצְמֹֽתֵיהֶ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,576408,576409
"('Micah', 3, 5)-('Micah', 3, 5)",וְקָרְא֣וּ שָׁלֹ֔ום וַאֲשֶׁר֙ לֹא־יִתֵּ֣ן עַל־פִּיהֶ֔ם ,קָרְא֣וּ ,פִּיהֶ֔ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,576420,576421
"('Micah', 6, 12)-('Micah', 6, 12)",וְיֹשְׁבֶ֖יהָ דִּבְּרוּ־שָׁ֑קֶר וּלְשֹׁונָ֖ם רְמִיָּ֥ה בְּפִיהֶֽם׃ ,דִּבְּרוּ־,לְשֹׁונָ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,576626,576627
"('Micah', 7, 16)-('Micah', 7, 16)",יָשִׂ֤ימוּ יָד֙ עַל־פֶּ֔ה אָזְנֵיהֶ֖ם תֶּחֱרַֽשְׁנָה׃ ,יָשִׂ֤ימוּ ,אָזְנֵיהֶ֖ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,576720,576721
"('Nahum', 2, 8)-('Nahum', 2, 8)",הֹֽעֲלָ֑תָה וְאַמְהֹתֶ֗יהָ מְנַֽהֲגֹות֙ כְּקֹ֣ול יֹונִ֔ים ,הֹֽעֲלָ֑תָה ,אַמְהֹתֶ֗יהָ ,"('p3', 'f', 'sg')","('p3', 'f', 'sg')",,576831,576832
"('Nahum', 3, 10)-('Nahum', 3, 10)",גַּם־הִ֗יא לַגֹּלָה֙ הָלְכָ֣ה בַשֶּׁ֔בִי גַּ֧ם עֹלָלֶ֛יהָ יְרֻטְּשׁ֖וּ בְּרֹ֣אשׁ כָּל־חוּצֹ֑ות ,הָלְכָ֣ה ,עֹלָלֶ֛יהָ ,"('p3', 'f', 'sg')","('p3', 'f', 'sg')",,576904,576905
"('Habakkuk', 1, 7)-('Habakkuk', 1, 8)",מִמֶּ֕נּוּ מִשְׁפָּטֹ֥ו וּשְׂאֵתֹ֖ו יֵצֵֽא׃ וְקַלּ֨וּ מִנְּמֵרִ֜ים סוּסָ֗יו ,יֵצֵֽא׃ ,סוּסָ֗יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,576975,576976
"('Zephaniah', 1, 17)-('Zephaniah', 1, 17)",כִּ֥י לַֽיהוָ֖ה חָטָ֑אוּ וְשֻׁפַּ֤ךְ דָּמָם֙ כֶּֽעָפָ֔ר ,חָטָ֑אוּ ,דָּמָם֙ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,577269,577270
"('Zephaniah', 3, 13)-('Zephaniah', 3, 13)",וְלֹא־יְדַבְּר֣וּ כָזָ֔ב וְלֹֽא־יִמָּצֵ֥א בְּפִיהֶ֖ם לְשֹׁ֣ון תַּרְמִ֑ית ,יְדַבְּר֣וּ ,פִיהֶ֖ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,577403,577404
"('Zechariah', 10, 7)-('Zechariah', 10, 7)",וְהָי֤וּ כְגִבֹּור֙ אֶפְרַ֔יִם וְשָׂמַ֥ח לִבָּ֖ם כְּמֹו־יָ֑יִן ,הָי֤וּ ,לִבָּ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,578302,578303
"('Zechariah', 10, 7)-('Zechariah', 10, 7)",וְשָׂמֵ֔חוּ יָגֵ֥ל לִבָּ֖ם בַּיהוָֽה׃ ,שָׂמֵ֔חוּ ,לִבָּ֖ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,578305,578306
"('Zechariah', 11, 6)-('Zechariah', 11, 6)",וְכִתְּתוּ֙ אֶת־הָאָ֔רֶץ וְלֹ֥א אַצִּ֖יל מִיָּדָֽם׃ ,כִתְּתוּ֙ ,יָּדָֽם׃ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,578356,578357
"('Psalms', 7, 13)-('Psalms', 7, 13)",אִם־לֹ֣א יָ֭שׁוּב חַרְבֹּ֣ו יִלְטֹ֑ושׁ ,יָ֭שׁוּב ,חַרְבֹּ֣ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,579146,579147
"('Psalms', 7, 13)-('Psalms', 7, 13)",חַרְבֹּ֣ו יִלְטֹ֑ושׁ קַשְׁתֹּ֥ו דָ֝רַ֗ךְ ,יִלְטֹ֑ושׁ ,קַשְׁתֹּ֥ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,579147,579148
"('Psalms', 9, 16)-('Psalms', 9, 16)",ז֥וּ טָ֝מָ֗נוּ נִלְכְּדָ֥ה רַגְלָֽם׃ ,טָ֝מָ֗נוּ ,רַגְלָֽם׃ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,579234,579235
"('Psalms', 15, 4)-('Psalms', 15, 5)",וְלֹ֣א יָמִֽר׃ כַּסְפֹּ֤ו׀ לֹא־נָתַ֣ן בְּנֶשֶׁךְ֮ ,יָמִֽר׃ ,כַּסְפֹּ֤ו׀ ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,579439,579440
"('Psalms', 16, 4)-('Psalms', 16, 4)",אַחֵ֪ר מָ֫הָ֥רוּ בַּל־אַסִּ֣יךְ נִסְכֵּיהֶ֣ם מִדָּ֑ם ,מָ֫הָ֥רוּ ,נִסְכֵּיהֶ֣ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,579456,579457
"('Psalms', 17, 9)-('Psalms', 17, 10)",יַקִּ֥יפוּ עָלָֽי׃ חֶלְבָּ֥מֹו סָּגְר֑וּ ,יַקִּ֥יפוּ ,חֶלְבָּ֥מֹו ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,579509,579510
"('Psalms', 17, 10)-('Psalms', 17, 10)",חֶלְבָּ֥מֹו סָּגְר֑וּ פִּ֝֗ימֹו דִּבְּר֥וּ בְגֵאֽוּת׃ ,סָּגְר֑וּ ,פִּ֝֗ימֹו ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,579510,579511
"('Psalms', 25, 12)-('Psalms', 25, 13)",יִבְחָֽר׃ נַ֭פְשֹׁו בְּטֹ֣וב תָּלִ֑ין ,יִבְחָֽר׃ ,נַ֭פְשֹׁו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,579985,579986
"('Psalms', 33, 6)-('Psalms', 33, 6)",בִּדְבַ֣ר יְ֭הוָה שָׁמַ֣יִם נַעֲשׂ֑וּ וּבְר֥וּחַ פִּ֝֗יו כָּל־צְבָאָֽם׃ ,נַעֲשׂ֑וּ ,צְבָאָֽם׃ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,580348,580349
"('Psalms', 34, 6)-('Psalms', 34, 6)",וְנָהָ֑רוּ וּ֝פְנֵיהֶ֗ם אַל־יֶחְפָּֽרוּ׃ ,נָהָ֑רוּ ,פְנֵיהֶ֗ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,580402,580403
"('Psalms', 35, 8)-('Psalms', 35, 8)",לֹֽא־יֵ֫דָ֥ע וְרִשְׁתֹּ֣ו ,יֵ֫דָ֥ע ,רִשְׁתֹּ֣ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,580478,580479
"('Psalms', 37, 30)-('Psalms', 37, 30)",פִּֽי־צַ֭דִּיק יֶהְגֶּ֣ה חָכְמָ֑ה וּ֝לְשֹׁונֹ֗ו תְּדַבֵּ֥ר מִשְׁפָּֽט׃ ,יֶהְגֶּ֣ה ,לְשֹׁונֹ֗ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,580674,580675
"('Psalms', 44, 2)-('Psalms', 44, 2)",אֲבֹותֵ֥ינוּ סִפְּרוּ־לָ֑נוּ פֹּ֥עַל פָּעַ֥לְתָּ בִֽ֝ימֵיהֶ֗ם בִּ֣ימֵי קֶֽדֶם׃ ,סִפְּרוּ־,ימֵיהֶ֗ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,581024,581025
"('Psalms', 44, 4)-('Psalms', 44, 4)",כִּ֤י לֹ֪א בְחַרְבָּ֡ם יָ֥רְשׁוּ אָ֗רֶץ וּזְרֹועָם֮ לֹא־הֹושִׁ֪יעָ֫ה לָּ֥מֹו ,יָ֥רְשׁוּ ,זְרֹועָם֮ ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,581030,581031
"('Psalms', 49, 13)-('Psalms', 49, 14)",נִדְמֽוּ׃ זֶ֣ה דַ֭רְכָּם ,נִדְמֽוּ׃ ,דַ֭רְכָּם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,581281,581282
"('Psalms', 56, 6)-('Psalms', 56, 6)",כָּל־הַ֭יֹּום דְּבָרַ֣י יְעַצֵּ֑בוּ עָלַ֖י כָּל־מַחְשְׁבֹתָ֣ם לָרָֽע׃ ,יְעַצֵּ֑בוּ ,מַחְשְׁבֹתָ֣ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,581620,581621
"('Psalms', 62, 5)-('Psalms', 62, 5)",בְּפִ֥יו יְבָרֵ֑כוּ וּ֝בְקִרְבָּ֗ם יְקַלְלוּ־,יְבָרֵ֑כוּ ,קִרְבָּ֗ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,581895,581896
"('Psalms', 68, 2)-('Psalms', 68, 2)",יָק֣וּם אֱ֭לֹהִים יָפ֣וּצוּ אֹויְבָ֑יו ,יָק֣וּם ,אֹויְבָ֑יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,582121,582122
"('Psalms', 69, 27)-('Psalms', 69, 28)",וְאֶל־מַכְאֹ֖וב חֲלָלֶ֣יךָ יְסַפֵּֽרוּ׃ תְּֽנָה־עָ֭וֹן עַל־עֲוֹנָ֑ם ,יְסַפֵּֽרוּ׃ ,עֲוֹנָ֑ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,582323,582324
"('Psalms', 78, 3)-('Psalms', 78, 4)",וַ֝אֲבֹותֵ֗ינוּ סִפְּרוּ־לָֽנוּ׃ לֹ֤א נְכַחֵ֨ד׀ מִבְּנֵיהֶ֗ם ,סִפְּרוּ־,בְּנֵיהֶ֗ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,582794,582795
"('Psalms', 81, 14)-('Psalms', 81, 15)",יִ֝שְׂרָאֵ֗ל בִּדְרָכַ֥י יְהַלֵּֽכוּ׃ כִּ֭מְעַט אֹויְבֵיהֶ֣ם אַכְנִ֑יעַ ,יְהַלֵּֽכוּ׃ ,אֹויְבֵיהֶ֣ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,583115,583116
"('Psalms', 81, 16)-('Psalms', 81, 16)",מְשַׂנְאֵ֣י יְ֭הוָה יְכַֽחֲשׁוּ־לֹ֑ו וִיהִ֖י עִתָּ֣ם לְעֹולָֽם׃ ,יְכַֽחֲשׁוּ־,עִתָּ֣ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,583118,583119
"('Psalms', 89, 17)-('Psalms', 89, 18)",וּבְצִדְקָתְךָ֥ יָרֽוּמוּ׃ כִּֽי־תִפְאֶ֣רֶת עֻזָּ֣מֹו אָ֑תָּה ,יָרֽוּמוּ׃ ,עֻזָּ֣מֹו ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,583470,583471
"('Psalms', 89, 32)-('Psalms', 89, 33)",וּ֝מִצְוֹתַ֗י לֹ֣א יִשְׁמֹֽרוּ׃ וּפָקַדְתִּ֣י בְשֵׁ֣בֶט פִּשְׁעָ֑ם ,יִשְׁמֹֽרוּ׃ ,פִּשְׁעָ֑ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,583503,583504
"('Psalms', 89, 37)-('Psalms', 89, 37)",זַ֭רְעֹו לְעֹולָ֣ם יִהְיֶ֑ה וְכִסְאֹ֖ו כַשֶּׁ֣מֶשׁ נֶגְדִּֽי׃ ,יִהְיֶ֑ה ,כִסְאֹ֖ו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,583512,583513
"('Psalms', 99, 7)-('Psalms', 99, 7)",בְּעַמּ֣וּד עָ֭נָן יְדַבֵּ֣ר אֲלֵיהֶ֑ם שָׁמְר֥וּ עֵ֝דֹתָ֗יו וְחֹ֣ק ,יְדַבֵּ֣ר ,עֵ֝דֹתָ֗יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,583939,583940
"('Psalms', 102, 29)-('Psalms', 102, 29)",בְּנֵֽי־עֲבָדֶ֥יךָ יִשְׁכֹּ֑ונוּ וְ֝זַרְעָ֗ם לְפָנֶ֥יךָ יִכֹּֽון׃ ,יִשְׁכֹּ֑ונוּ ,זַרְעָ֗ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584073,584074
"('Psalms', 104, 22)-('Psalms', 104, 22)",יֵאָסֵפ֑וּן וְאֶל־מְ֝עֹונֹתָ֗ם יִרְבָּצֽוּן׃ ,יֵאָסֵפ֑וּן ,מְ֝עֹונֹתָ֗ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584196,584197
"('Psalms', 104, 27)-('Psalms', 104, 27)",כֻּ֭לָּם אֵלֶ֣יךָ יְשַׂבֵּר֑וּן לָתֵ֖ת אָכְלָ֣ם בְּעִתֹּֽו׃ ,יְשַׂבֵּר֑וּן ,אָכְלָ֣ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584212,584213
"('Psalms', 104, 29)-('Psalms', 104, 29)",יִֽבָּהֵ֫ל֥וּן תֹּסֵ֣ף ר֭וּחָם ,יִֽבָּהֵ֫ל֥וּן ,ר֭וּחָם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584219,584220
"('Psalms', 104, 29)-('Psalms', 104, 29)",יִגְוָע֑וּן וְֽאֶל־עֲפָרָ֥ם יְשׁוּבֽוּן׃ ,יִגְוָע֑וּן ,עֲפָרָ֥ם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584221,584222
"('Psalms', 105, 5)-('Psalms', 105, 5)",אֲשֶׁר־עָשָׂ֑ה מֹ֝פְתָ֗יו וּמִשְׁפְּטֵי־פִֽיו׃ ,עָשָׂ֑ה ,מֹ֝פְתָ֗יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,584254,584255
"('Psalms', 109, 15)-('Psalms', 109, 15)",יִהְי֣וּ נֶֽגֶד־יְהוָ֣ה תָּמִ֑יד וְיַכְרֵ֖ת מֵאֶ֣רֶץ זִכְרָֽם׃ ,יִהְי֣וּ ,זִכְרָֽם׃ ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584638,584639
"('Psalms', 112, 9)-('Psalms', 112, 9)",נָ֘תַ֤ן לָאֶבְיֹונִ֗ים צִ֭דְקָתֹו עֹמֶ֣דֶת לָעַ֑ד ,נָ֘תַ֤ן ,צִ֭דְקָתֹו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,584753,584754
"('Psalms', 112, 10)-('Psalms', 112, 10)",וְכָעָ֗ס שִׁנָּ֣יו יַחֲרֹ֣ק ,כָעָ֗ס ,שִׁנָּ֣יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,584757,584758
"('Psalms', 115, 6)-('Psalms', 115, 7)",וְלֹ֣א יְרִיחֽוּן׃ יְדֵיהֶ֤ם׀ ,יְרִיחֽוּן׃ ,יְדֵיהֶ֤ם׀ ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584822,584823
"('Psalms', 115, 7)-('Psalms', 115, 7)",וְלֹ֬א יְמִישׁ֗וּן רַ֭גְלֵיהֶם ,יְמִישׁ֗וּן ,רַ֭גְלֵיהֶם ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,584824,584825
"('Psalms', 135, 17)-('Psalms', 135, 17)",וְלֹ֣א יַאֲזִ֑ינוּ אַ֝֗ף אֵין־יֶשׁ־ר֥וּחַ בְּפִיהֶֽם׃ ,יַאֲזִ֑ינוּ ,פִיהֶֽם׃ ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')",,585730,585731
"('Psalms', 139, 16)-('Psalms', 139, 16)",גָּלְמִ֤י׀ רָ֘א֤וּ עֵינֶ֗יךָ וְעַֽל־סִפְרְךָ֮ כֻּלָּ֪ם יִכָּ֫תֵ֥בוּ ,רָ֘א֤וּ ,כֻּלָּ֪ם ,"('p3', 'unknown', 'pl')","('p3', 'm', 'pl')",,585902,585903
"('Psalms', 144, 4)-('Psalms', 144, 4)",אָ֭דָם לַהֶ֣בֶל דָּמָ֑ה יָ֝מָ֗יו כְּצֵ֣ל עֹובֵֽר׃ ,דָּמָ֑ה ,יָ֝מָ֗יו ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')",,586112,586113
